TIC ID,prediction,F1 Score,AUC,Precision,Recall
422423972,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
374530847,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
431701493,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
353302490,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
353498819,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
39724477,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
294301883,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
255735567,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
405425498,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
467690903,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
331854794,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
9727392,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
1129033,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
262689575,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
281575427,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
148233571,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
293267224,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
92562123,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
197039766,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
387346503,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
101592219,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
149989864,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
337648770,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
397423462,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
313554509,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
429295277,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
137402055,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
167415965,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
247409676,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
422037524,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
188389305,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
272146465,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
241174783,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
220016044,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
424733642,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
203287192,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
201793781,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
350293646,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
468880077,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
192372961,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
102192004,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
68443254,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
386197662,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
336125492,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
96170689,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
115739057,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
101721385,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
58474992,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
67444896,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
206284139,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
59575189,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
129839175,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
149969625,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
48031665,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
358070912,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
167418903,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
61098812,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
113921235,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
307958020,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
468472950,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
29169215,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
311035838,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
410372968,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
176831592,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
168405330,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
285094173,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
29959760,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
141412823,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
308522539,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
17746821,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
84126162,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
367193046,1,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
122612091,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
1122079,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
219698950,0,0.9390681003584229,0.9271494708994708,0.9097222222222222,0.9703703703703703
